,folder,file,score
326,Unbox Therapy,Unboxing The New Samsung Galaxy Fold.txt,0.3058103975535168
327,Gameranx,Grid - Before You Buy.txt,0.17605633802816903
328,Gameranx,Top 20 NEW Sci-fi Games of 2019.txt,0.14041656915516032
329,Gameranx,Pokemon Sword-Shield - Before You Buy.txt,0.0
330,Gameranx,Star Wars Jedi- Fallen Order - Before You Buy.txt,0.17006802721088435
331,Gameranx,The Outer Worlds - Before You Buy.txt,0.22522522522522523
332,Gameranx,Top 25 NEW PC Exclusive Games of 2019.txt,0.16066838046272494
333,Gameranx,Witcher 3 SWITCH - Before You Buy.txt,0.08733624454148471
334,Gameranx,Top 15 NEW FREE Games of 2019.txt,0.1846381093057607
335,Gameranx,Death Stranding - Before You Buy.txt,0.0
336,Flossy Carter,Red Magic 3S - This Gaming Phone Is a BEAST!.txt,0.12233912405187179
337,Flossy Carter,AirPods Pro - Real Review.txt,0.02965599051008304
338,Flossy Carter,Google Pixel 4 XL Real Review.txt,0.1312048983162038
339,Flossy Carter,iPhone 11 Pro Max Real Review.txt,0.11816838995568685
340,Flossy Carter,LG G8X - Dual Screens - Foldable Phone.txt,0.08640552995391705
341,Flossy Carter,ASUS ROG 2 - The Best Deal On Android-.txt,0.19710906701708278
342,Flossy Carter,Google Pixel 4 XL - Unboxing and First Impressions.txt,0.07017543859649122
343,Flossy Carter,Samsung Galaxy Watch Active 2 - Real Review.txt,0.025933609958506226
344,Flossy Carter,ZTE AXON 10 PRO - Real Review.txt,0.0716075904045829
345,Flossy Carter,Razer HammerHead - Truly Wireless Earbuds.txt,0.0
346,Rachel Ballinger,Testing Bathroom Products!.txt,0.0
347,Rachel Ballinger,Cheap Kitchen Gadgets pt. 700.txt,0.03274394237066143
348,Rachel Ballinger,Testing Weird Beauty Gadgets.txt,0.0
349,Rachel Ballinger,Testing Cooling Dog Products.txt,0.03947887879984208
350,Rachel Ballinger,Target Vs. Name Brand.txt,0.0
351,Rachel Ballinger,99 Cent Store Vs. Target!.txt,0.06922810661128419
352,Rachel Ballinger,Cheap Kitchen Gadgets pt. 3.txt,0.0
353,Rachel Ballinger,Testing Weird Cleaning Products.txt,0.0
354,Rachel Ballinger,Testing Useful Rain Products!.txt,0.0
355,Rachel Ballinger,Raiding Target-s Clearance Section.txt,0.04030632809351068
356,Saabkyle04,"2019 Buick Regal TourX Essence- Start Up, Test Drive _ In Depth Tour.txt",0.13543253766717453
357,Saabkyle04,"2019 Hyundai Elantra GT N-Line- Start Up, Test Drive _ In Depth Tour.txt",0.17164435290078955
358,Saabkyle04,"1995 Chevrolet Impala SS- Start Up, Test Drive _ In Depth Tour.txt",0.1212856276531231
359,Saabkyle04,"2019 Nissan Leaf Plus- Start Up, Test Drive _ In Depth Tour.txt",0.13908205841446453
360,Saabkyle04,"2019 Polaris Slingshot Grand Touring- Start Up, Test Drive _ In Depth Tour.txt",0.05871990604815032
361,Saabkyle04,"1991 Honda Beat- Start Up, Test Drive _ In Depth Tour.txt",0.06637902422834385
362,Saabkyle04,"2019 Jeep Wrangler Unlimited Sahara- Start Up, Test Drive _ In Depth Tour.txt",0.10183299389002036
363,Saabkyle04,"2020 Toyota GR Supra- Start Up, Test Drive _ In Depth Tour.txt",0.16469942355201758
364,Saabkyle04,"2020 BMW Z4 M40i- Start Up, Test Drive _ In Depth Tour.txt",0.199033266988911
365,Saabkyle04,"2019 BMW M5 Competition- Start Up, Test Drive _ In Depth Tour.txt",0.1753067868770348
366,Lamarr Wilson,BEST Nintendo Switch 3rd Party Controllers! - English (auto.txt,0.1557632398753894
367,Lamarr Wilson,iPhone 11 Pro Review_ Apple Won - English (auto.txt,0.18181818181818182
368,Lamarr Wilson,Xbox One X Gears 5 Limited Edition Bundle UNBOXING! - English (auto.txt,0.0
369,Lamarr Wilson,Trying Tetris 99 for the FIRST TIME! - English (auto.txt,0.0
370,Lamarr Wilson,$250 Apple Powerbeats Pro First Impressions! - English (auto.txt,0.0
371,Lamarr Wilson,Should you buy the Nintendo Switch Lite_ First Impressions! - English (auto.txt,0.10626992561105207
372,Lamarr Wilson,Xbox GEARS 5 Crimson Lancer MK3 UNBOXING! - English (auto.txt,0.0
373,Lamarr Wilson,Trying the new Xbox ELITE Controller SERIES 2 - Setup _ Fortnite Gameplay!.txt,0.046598322460391424
374,Lamarr Wilson,I tried Google Stadia [First Impressions].txt,0.0
375,Lamarr Wilson,Trying the NEW Xbox One Wireless RACING WHEEL! - English (auto.txt,0.0
376,The Verge,Apple AirPods 2 review- even more wireless.txt,0.4775549188156638
377,The Verge,Oculus Quest review- can this save VR-.txt,0.22701475595913734
378,The Verge,These Sony earbuds do what AirPods can’t.txt,0.16792611251049538
379,The Verge,Samsung Galaxy Fold review- after the break.txt,0.2285714285714286
380,The Verge,Android Q- exclusive hands-on with the new features.txt,0.3270111183780248
381,The Verge,"Samsung Galaxy S10E review- smaller, cheaper, better.txt",0.14104372355430184
382,The Verge,iPad mini 2019 review- the best small tablet.txt,0.20775623268698062
383,The Verge,Sony Xperia 1 review- a tall order.txt,0.3139717425431711
384,The Verge,"OnePlus 7 Pro review- amazing screen, solid camera.txt",0.30599755201958384
385,The Verge,Google Pixel 3A review- a $399 phone with a great camera.txt,0.17699115044247787
386,The Fast Lane Car,2020 Porsche Taycan Turbo S Review — Here-s Why Tesla Should Be Very Worried!.txt,0.17595307917888564
387,The Fast Lane Car,Big vs Little EV — We Compare The Cheapest and Priciest Electric Cars You Can Buy - Adventure X Ep.8.txt,0.02966478789676654
388,The Fast Lane Car,Can a Used Porsche Cayenne Turbo Beat a New Tesla Model X in a Drag Race- Adventure X Ep.10.txt,0.05737234652897303
389,The Fast Lane Car,Lexus GX 460 vs Toyota Land Cruiser- Is The GX The New KING Of Overlanding-.txt,0.10193679918450561
390,The Fast Lane Car,2020 Dodge Charger Hellcat Widebody vs Scat Pack Widebody - You-ll Be Surprised Which One We-d Buy!.txt,0.1006036217303823
391,The Fast Lane Car,Is The New EV Porsche Taycan Turbo S Faster Than a Tesla In Ludicrous Mode-.txt,0.12964563526361278
392,The Fast Lane Car,2020 Toyota Sequoia vs 4Runner TRD Pro - Which One Is Better Off-Road-.txt,0.117096018735363
393,The Fast Lane Car,Ford Explorer ST vs Dodge Durango SRT Drag Race - Can a $600 Tune Beat America-s Fastest 3-Row SUV-.txt,0.06402048655569782
394,The Fast Lane Car,"Is a $4000, 15-Year-Old VW Touareg Better Than A Brand New $50K 2019 Volkswagen Atlas-.txt",0.0
395,The Fast Lane Car,The New 2020 Ford Mustang Shelby GT500 is Much Better Than You Think — Here-s Why!.txt,0.21450021450021448
